Unnamed: 0,Water System,respondent,num_lsl,pct_lsl,data_source,full_addr,lat,long,tot_num_serv_connects_sdwis,LCR_90thpctile,SDWIS PWS ID,PWSID,sys_name,tot_num_serv_connects,tot_num_sl_w_lead,no_lead_serv_connects,Service Line Material is Unknown - Number of Service Connection,lead_gooseneck_serv_connects,lead_serv_line_serv_connects,"Lead only from Water Main to Property line, Curb or Shut-Off",lead_btwn_shutoff_house,owner_btwn_watermain_shutoff,"Ownership from curb, propertly line, or shut-off to home",e_r_leadportion,e_r_slmat,e_r_lead_gooseneck,E or R - Entire Service Line is Lead from the Water Main to home,e_r_lead_maintoshutoff,e_r_shutofftohouse,e_r_num_serv_connects,e_r_tot_sl_w_lead,conf_rec_no_lead,conf_rec_mat_unk,conf_rec_lead_gooseneck,conf_rec_lead_servline,conf_rec_lead_btwn_watermain_shutoff,conf_rec_lead_btw_shutoff_house,Confidence in Records - Total Number of Service Connection,conf_rec_tot_num_serv_lines_w_lead,_merge
647,Spiceland Municipal Water Utility,Yes,No response,Unknown,Unknown,"130 East Main Street P.O. Box 386, Spiceland, IN 47385",39.838606,-85.437759,450,Unknown,IN5233016,IN5233016,SPICELAND MUNICIPAL WATER UTILITY,450.0,,450.0,,,,,,M,R,R,,,,,,,,5.0,,,,,,,,both
648,Springhill Mobile Home Court,No,No response,Unknown,Unknown,"1822 West Springville Road, Laporte, IN 46350",41.682535,-86.73539,53,Unknown,IN5246026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
649,Springs Valley Regional Water District,Yes,No response,Unknown,Unknown,"P.O. Box 368, West Baden Springs, IN 47469",38.565332,-86.611103,1275,0.0043,IN5259002,IN5259002,SPRINGS VALLEY REGIONAL WATER DISTRICT,1265.0,,1260.0,5.0,,,,,M,R,R,E,,,,,,,10.0,8.0,,,,,,,both
650,Spurgeon Water Works,No,No response,Unknown,Unknown,"P.O. Box 676, Spurgeon, IN 47584",38.249079,-87.258102,189,Unknown,IN5263004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
651,St Anthony Water Utility,Yes,0,0%,Recorded,"P.O. Box 154, St. Anthony, IN 47575-0154",38.314499,-86.82666,681,Unknown,IN5219010,IN5219010,ST. ANTHONY WATER UTILITY,675.0,0.0,675.0,0.0,0.0,,0.0,,P,R,R,R,R,,R,,R,R,8.0,8.0,8.0,,10.0,,10.0,10.0,both
652,St Bernice Water Corp,No,No response,Unknown,Unknown,"P.O. Box 242, St. Bernice, IN 47842",39.709203,-87.521409,345,Unknown,IN5283010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
653,St Henry Water Corporation,No,No response,Unknown,Unknown,"1266 West 1100 South, Ferdinand, IN 47532",38.217463,-86.927715,1231,Unknown,IN5219011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
654,St Joe Water Department,Yes,No response,Unknown,Unknown,"102 Third Street, St. Joe, IN 46785",41.31589,-84.901773,175,Unknown,IN5217006,IN5217006,ST. JOE WATER DEPARTMENT,,,172.0,,,,,,M,R,E,,,,,,,,4.0,,,,,,,,both
655,St John Municipal Water Utility,No,No response,Unknown,Unknown,"9350 Hack Street, St. John, IN 46373",41.448648,-87.46489,6290,Unknown,IN5245043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
656,St Jude Village Water Corporation,Yes,0,0%,Recorded,"1787 West Danny Drive, Connersville, IN 47331",39.685596,-85.172449,18,Unknown,IN5221007,IN5221007,ST JUDE VILLAGE WATER CORPORATION,18.0,0.0,18.0,,0.0,0.0,0.0,0.0,R,R,,R,E,R,R,R,R,R,,6.0,,6.0,,,,,both
657,St Meinrad Utilities Inc,Yes,0,0%,Unknown,"11477 East State Road 62, St. Meinrad, IN 47577",38.172052,-86.839296,220,Unknown,IN5274013,IN5274013,"ST. MEINRAD UTILITIES, INC.",223.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,P,R,E,R,R,R,R,R,,,9.0,10.0,10.0,10.0,10.0,10.0,,,both
658,St Paul Municipal Water,Yes,No response,Unknown,Unknown,"P.O. Box 448, St. Paul, IN 47272-0448",39.428105,-85.628309,396,Unknown,IN5216004,IN5216004,ST. PAUL MUNICIPAL WATER,385.0,,385.0,,,,,,M,R,E,,,,,,E,,9.0,,,,,,9.0,,both
659,Starlite Trailer Park,No,No response,Unknown,Unknown,"785 North 125 West, Valparaiso, IN 46385",41.548955,-87.090236,14,Unknown,IN5264028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
660,Staunton Municipal Water,No,No response,Unknown,Unknown,"P.O. Box 98, Staunton, IN 47881-0098",39.487609,-87.186687,325,Unknown,IN5211007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
661,Sti-Bel Mobile Home Park,No,No response,Unknown,Unknown,"5855 Santa Fe Lane, Spencer, IN 47460",39.374863,-86.804,18,Unknown,IN5232028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
662,Stoney Creek Estates LLC,Yes,0,0%,Estimated,"11511 N 300 West, Zanesville IN 46799",40.911612,-85.280702,36,Unknown,IN5290003,IN5290003,"STONEY CREEK ESTATES, LLC",34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,P,P,E,E,E,E,E,E,E,E,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,both
663,Stucker Fork Water Utility,Yes,0,0%,Unknown,"P.O. Box 274, Scottsburg, IN 47170",38.685934,-85.773132,7549,0.0021,IN5272002,IN5272002,STUCKER FORK WATER UTILITY,7600.0,0.0,7600.0,0.0,0.0,0.0,0.0,0.0,M,R,R,R,R,R,R,R,R,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,both
664,Suburban Acres Mobile Home Park North Well,Yes,0,0%,Estimated,"3699 North 175 East, Warsaw, IN 46582",41.288775,-85.812178,92,Unknown,IN5243024,IN5243024,SUBURBAN ACRES MHP NORTH WELL,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,M,R,R,E,0,R,R,R,R,E,10.0,9.0,10.0,10.0,10.0,9.0,10.0,9.0,both
665,Suburban Acres Mobile Home Park South Well,Yes,0,0%,Estimated,"3697 North 175 East, Warsaw, IN 46582",41.288744,-85.812196,85,Unknown,IN5243041,IN5243041,SUBURBAN ACRES MHP / SOUTH WELL,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,P,R,R,E,0,R,R,R,R,E,10.0,9.0,10.0,10.0,10.0,9.0,10.0,9.0,both
666,Suburban Estates,Yes,0,0%,Unknown,"3288 Cicero Road Lot 23, Noblesville, IN 46062",40.09217,-86.011765,141,Unknown,IN5229020,IN5229020,SUBURBAN ESTATES,141.0,0.0,141.0,,,,,,P,R,R,,,,,,,,10.0,,,,,,,,both
667,Sugar Creek Utilities-Riley Village,No,No response,Unknown,Unknown,"2243 East Main Street, Greenfield, IN 46140",39.785838,-85.73197,180,Unknown,IN5230006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
668,Sullivan-Vigo Rural Water Corp,No,No response,Unknown,Unknown,"P.O. Box 52, Pimento, IN 47866",39.279777,-87.331426,865,Unknown,IN5284021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
669,Sunflower Valley Water Co Inc,No,No response,Unknown,Unknown,"319 Saint Joe Road East, Sellersburg, IN 47172",38.41323,-85.762202,37,Unknown,IN5210012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
670,Sunman Water Works,Yes,0,0%,Estimated,"P.O. Box 147, Sunman, IN 47041",39.236997,-85.094681,405,Unknown,IN5269005,IN5269005,SUNMAN WATER WORKS,426.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,both
671,Sunnymede Community Association Water,No,No response,Unknown,Unknown,"2021 Medford Drive, Fort Wayne, IN 46803",41.067149,-85.067138,212,Unknown,IN5202018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
672,Sunset Harbor Condominiums,No,No response,Unknown,Unknown,"10005 N Turkey Creek Rd, Syracuse, IN 46567",41.379011,-85.669256,11,Unknown,IN5245028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
673,Sunset View Estates,No,No response,Unknown,Unknown,"11653 E. 400 S., Laotto, IN 46763",41.297466,-85.199216,21,Unknown,IN5257018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
674,Sunset Village & Rv Park,No,No response,Unknown,Unknown,"61366 Locust Road, South Bend, IN 46614-8700",41.603226,-86.279959,34,Unknown,IN5271016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
675,Sunset Village/Bushmans Lake And Marina,Yes,No response,Unknown,Unknown,"315 Bushman's Lake Drive, Charlestown, IN 47111",38.459429,-85.535449,75,Unknown,IN5210013,IN5210013,SUNSET VILLAGE/BUSHMANS LAKE AND MARINA,101.0,,,101.0,,,,,R,R,,,,,,,,,,,,,,,,,both
676,Sunset Vue Mobile Home Community,No,No response,Unknown,Unknown,"2700 North US Highway 33, Kimmell IN 46760",41.39204,-85.547417,36,Unknown,IN5257016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
677,Surprise Park Water Association,No,No response,Unknown,Unknown,"7311 W 143rd Pl, Cedar Lake, IN 46303",41.358133,-87.423338,40,Unknown,IN5245052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
678,Swayzee Water Utility,No,No response,Unknown,Unknown,"P.O. Box 85, Swayzee, IN 46986-0085",40.508372,-85.825538,490,Unknown,IN5227020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
679,Switz City Water Works,Yes,0,0%,Estimated,"287 Fletcher St, Switz City, IN 47465",39.03482,-87.054912,348,0.0184,IN5228009,IN5228009,SWITZ CITY WATER WORKS,250.0,0.0,250.0,,,,,,M,R,E,,,,,,E,E,10.0,,,,,,10.0,10.0,both
680,Syracuse Water Company,Yes,0,0%,Estimated,"310 North Huntington Street, Syracuse, IN 46567",41.424832,-85.749584,1366,Unknown,IN5243025,IN5243025,SYRACUSE WATER COMPANY,1332.0,0.0,1332.0,0.0,0.0,0.0,0.0,0.0,M,R,R,E,E,E,E,E,R,E,10.0,7.0,5.0,9.0,8.0,7.0,10.0,7.0,both
681,Tall Oaks Mobile Home Park,No,No response,Unknown,Unknown,"10039 County Road 4 Office, Middlebury, IN 46540",41.741708,-85.660261,25,Unknown,IN5220035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
682,Tall Timbers Mobile Home Park,No,No response,Unknown,Unknown,"15042 State Rd 32 E, Lot # Office, Noblesville, IN 46060",40.058583,-85.898924,50,Unknown,IN5229012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
683,Tannehill Park Inc,No,No response,Unknown,Unknown,"2097 Oneida Court, Columbus, IN 47203",39.243043,-85.896494,170,Unknown,IN5203009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
684,Tell City Water Department,Yes,175,5.07%,Estimated,"P.O. Box 217, Tell City, IN 47586-0217",37.951445,-86.767766,3450,0.0093,IN5262004,IN5262004,TELL CITY WATER DEPARTMENT,3401.0,175.0,3226.0,0.0,175.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,10.0,8.0,7.0,10.0,10.0,10.0,10.0,8.0,both
685,Tennyson Water Utility,No,No response,Unknown,Unknown,"P.O. Box 116, Tennyson, IN 47637",38.082272,-87.118334,1663,Unknown,IN5287007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
686,Terrace Hills MHC,Yes,0,0%,Recorded,"7456 East County Road 100 North, Frankfort, IN 46041",40.305171,-86.364842,14,Unknown,IN5212010,IN5212010,TERRACE HILLS MHC,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,P,P,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
687,The Landings Homeowners Association,No,No response,Unknown,Unknown,"11124 North Linton Lane, Monticello, IN 47960",40.71163,-86.751213,82,Unknown,IN5208004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
688,Thorntown Utilities,No,No response,Unknown,Unknown,"109 West Main Street, Thorntown, IN 46071",40.129207,-86.606751,860,Unknown,IN5206005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
689,Timber Creek LLC,No,No response,Unknown,Unknown,"2562 Walton Boulevard #335, Warsaw, IN 46582",41.272373,-85.853639,45,Unknown,IN5243007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
690,Timberbrook Mobile Home Park,Yes,0,0%,Estimated,"54686 Co Rd 19, Bristol, IN 46507",41.700912,-85.870005,570,Unknown,IN5220027,IN5220027,TIMBERBROOK MOBILE HOME PARK,570.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,P,P,R,E,E,E,E,E,R,E,8.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,both
691,Timberlane Estates Mobile Home Park,No,No response,Unknown,Unknown,"6929 East 575 North, Churubusco IN 46723",41.250832,-85.357118,20,Unknown,IN5292009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
692,Timbernest Townhouses,Yes,0,0%,Unknown,"1221 Appletree Lane, Kokomo, IN 46902",40.464946,-86.11679,70,Unknown,IN5234014,IN5234014,TIMBERNEST TOWNHOUSES,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,P,P,E,E,E,E,E,E,,,7.0,7.0,7.0,7.0,7.0,7.0,,,both
693,Tipton Utility Service B,Yes,19,0.80%,Recorded,"P.O. Box 288, Tipton, IN 46072",40.28226,-86.041098,2362,0.005,IN5280004,IN5280004,TIPTON UTILITY SERVICE B,2361.0,19.0,2342.0,0.0,18.0,0.0,0.0,1.0,M,R,R,R,R,R,R,R,R,R,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,both
694,Topeka Water Department,Yes,7,1.65%,Estimated,"211 Travis Court, Millersburg, IN 46543",41.52112,-85.701402,423,Unknown,IN5244008,IN5244008,TOPEKA WATER DEPARTMENT,432.0,7.0,400.0,25.0,7.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,10.0,8.0,6.0,10.0,10.0,10.0,10.0,5.0,both
695,Town Of Cumberland - Gem Water,Yes,0,0%,Recorded,"11501 East Washington Street, Cumberland, IN 46229",39.775754,-85.961209,695,Unknown,IN5230008,IN5230008,TOWN OF CUMBERLAND - GEM WATER,1070.0,0.0,1070.0,0.0,0.0,0.0,0.0,0.0,M,R,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
696,Town Of Elizabeth,Yes,20,1.36%,Estimated,"8128 Hurricane Street Southeast, Elizabeth, IN 47117-9501",38.126624,-85.974546,1476,0.0111,IN5231007,IN5231007,TOWN OF ELIZABETH,1480.0,20.0,1480.0,0.0,0.0,0.0,0.0,0.0,M,R,R,E,E,E,E,E,E,E,9.0,8.0,8.0,10.0,10.0,10.0,9.0,8.0,both
697,Town Of Fillmore Utilities,No,No response,Unknown,Unknown,"P.O. Box 155, Fillmore, IN 46128-0155",39.667547,-86.75334,191,Unknown,IN5267012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
698,Trafalgar Water Department,No,No response,Unknown,Unknown,"P.O. Box 57, Trafalgar, IN 46181",39.415397,-86.150625,441,Unknown,IN5241014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
699,Tri-County Conservancy District,Yes,No response,Unknown,Unknown,"8940 West County Line Road, Camby, IN 46113",39.632792,-86.320206,854,Unknown,IN5255022,IN5255022,TRI-COUNTY CONSERVANCY DISTRICT,,,854.0,,,,,,P,R,R,,,,,,,,10.0,,,,,,,,both
700,Tri-Township Water Corporation,Yes,0,0%,Recorded,"24192 State Line Road, Lawrenceburg, IN 47025",39.221221,-84.856417,3700,0.0028,IN5215009,IN5215009,TRI-TOWNSHIP WATER CORPORATION,3683.0,0.0,3683.0,0.0,0.0,0.0,0.0,0.0,P,R,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
701,Troy Township Water Association,Yes,0,0%,Recorded,"P.O. Box 125, Cannelton, IN 47520",37.911445,-86.744432,280,Unknown,IN5262006,IN5262006,TROY TOWNSHIP WATER ASSOCIATION,262.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,P,R,R,R,R,E,R,E,R,R,10.0,10.0,10.0,1.0,10.0,1.0,10.0,,both
702,Troy Water Utility,No,No response,Unknown,Unknown,"P.O. Box 57, Troy, IN 47588",37.995334,-86.797767,489,Unknown,IN5262005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
703,Turkey Creek Regional Sewer District,Yes,0,0%,Recorded,"4852 North 1200 West, Cromwell, IN 46732",41.422052,-85.651762,236,Unknown,IN5243032,IN5243032,TURKEY CREEK REGIONAL SEWER DISTRICT,236.0,0.0,236.0,,0.0,0.0,0.0,0.0,P,R,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
704,Twelve Mile Community Apartments,No,No response,Unknown,Unknown,"P.O. Box 417, Rochester, IN 46975",41.064765,-86.215833,16,Unknown,IN5209014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
705,Twin Lakes Utilities Inc,Yes,0,0%,Unknown,"10998 Four Seasons Place Suite 100 G, Crown Point, IN 46307",41.418804,-87.236331,3124,0.005,IN5245046,IN5245046,"TWIN LAKES UTILITIES, INC.",3114.0,0.0,3114.0,0.0,0.0,0.0,0.0,0.0,P,R,E,E,E,E,E,E,,,7.0,7.0,7.0,10.0,10.0,9.0,,,both
706,Umh In Broadmore LLC (Broadmore Esta),No,No response,Unknown,Unknown,"148 Broadmore Estates, Goshen, IN 46528",41.639446,-85.82484,15,Unknown,IN5220012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
707,Union City Water Works,No,No response,Unknown,Unknown,"105 North Columbia Street, Union City, IN 47390",40.19828,-84.808066,1605,Unknown,IN5268010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
708,Universal Water Works,No,No response,Unknown,Unknown,"444 North Shew Street, Universal, IN 47884",39.626004,-87.456122,197,Unknown,IN5283011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
709,University Of Notre Dame,Yes,0,0%,Estimated,"100 Facilities Building, Notre Dame, IN 46556",41.706346,-86.236201,165,0.0052,IN5271020,IN5271020,UNIVERSITY OF NOTRE DAME,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,P,P,E,E,E,E,E,E,E,E,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
710,Upland Water Department,No,No response,Unknown,Unknown,"P.O. Box 428, Upland, IN 46989",40.475597,-85.494417,951,Unknown,IN5227022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
711,Us 41 North Mobile Home Park,Yes,No response,Unknown,Unknown,"P.O. Box 5304, Terre Haute, IN 47805",39.524969,-87.37302,16,Unknown,IN5284017,IN5284017,U.S. 41 NORTH MOBILE HOME PARK,30.0,,30.0,,,,,,P,R,R,,,,,,,,10.0,,,,,,,,both
712,Valley Rural Utility Company,Yes,0,0%,Estimated,"19435 Alpine Drive, Lawrenceburg, IN 47025",39.155324,-84.831654,1895,0.005,IN5215004,IN5215004,VALLEY RURAL UTILITY COMPANY,1845.0,0.0,1845.0,,0.0,0.0,0.0,0.0,P,R,R,,R,E,R,E,E,E,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,both
713,Valley View Estates,No,No response,Unknown,Unknown,"4497 W 200 N, Huntington, IN 46750",40.858098,-85.536502,100,Unknown,IN5235014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
714,Valley View Mobile Home Park,No,No response,Unknown,Unknown,"3201 Jordy Drive, Lafayette, IN 47909",40.38063,-86.907408,20,Unknown,IN5291005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
715,Valparaiso Department Of Water Works,Yes,703,5.10%,Recorded,"205 Billings Street, Valparaiso, IN 46383",41.477179,-87.058172,13795,0.0045,IN5264029,IN5264029,VALPARAISO DEPARTMENT OF WATER WORKS,14151.0,703.0,13192.0,256.0,0.0,0.0,703.0,0.0,M,R,R,R,R,R,R,,R,R,8.0,7.0,8.0,1.0,7.0,1.0,8.0,7.0,both
716,Van Bibber Lake Conservancy District,Yes,No response,Unknown,Unknown,"4374 West County Road 450 North, Greencastle, IN 46135",39.726766,-86.928158,321,Unknown,IN5267010,IN5267010,VAN BIBBER LAKE CONSERVANCY DISTRICT,,,317.0,,,,,,P,R,R,,,,,,,,,,,,,,,,both
717,Van Buren Municipal Utilities,Yes,No response,Unknown,Unknown,"201 North First Street, Van Buren, IN 46991",40.617809,-85.505354,381,Unknown,IN5227023,IN5227023,VAN BUREN MUNICIPAL UTILITIES,388.0,,250.0,138.0,,,,,M,R,E,E,,,,,,,9.0,10.0,,,,,,,both
718,Van Buren Water Inc,Yes,0,0%,Estimated,"4385 West State Road 45, Bloomington, IN 47403",39.137965,-86.590675,2326,0.004,IN5253008,IN5253008,"VAN BUREN WATER, INC.",2340.0,0.0,2340.0,0.0,0.0,0.0,0.0,0.0,P,R,R,E,E,E,E,E,E,E,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,both
719,Veedersburg Municipal Water Supply,Yes,1,0.10%,Estimated,"100 South Main Street, Veedersburg, IN 47987-1526",40.111679,-87.262688,994,Unknown,IN5223005,IN5223005,VEEDERSBURG MUNICIPAL WATER SUPPLY,962.0,1.0,,961.0,1.0,,,,M,R,,E,E,,,,E,E,,8.0,8.0,,,,8.0,8.0,both
720,Veolia Water Of Boonville,No,No response,Unknown,Unknown,"117 East Locust Street P.O. Box 57, Boonville, IN 47601",38.048856,-87.273627,3800,Unknown,IN5287001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
721,Vermillion County Jail,Yes,0,0%,Recorded,"1648 South 3rd Street, Clinton, IN 47842",39.643165,-87.399214,1,Unknown,IN5283012,IN5283012,VERMILLION COUNTY JAIL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,R,R,E,E,E,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
722,Vernon Water Department,Yes,0,0%,Unknown,"395 South County Road 75 East, North Vernon, IN 47265",38.979978,-85.597337,230,Unknown,IN5240009,IN5240009,VERNON WATER DEPARTMENT,280.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,M,R,R,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
723,Versailles Water Works,Yes,No response,Unknown,Unknown,"P.O. Box 436, Versailles, IN 47042",39.070819,-85.252644,801,Unknown,IN5269006,IN5269006,VERSAILLES WATER WORKS,800.0,,,800.0,,,,,M,R,E,E,,,,,E,,,,,,,,,,both
724,Vevay Water Department,No,No response,Unknown,Unknown,"P.O. Box 52, Vevay, IN 47043",38.74784,-85.067172,700,Unknown,IN5278002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
725,Village Green Mobile Home Park,No,No response,Unknown,Unknown,"1714 South Washington Street, Kokomo, IN 46902",40.466344,-86.133295,111,Unknown,IN5234009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
726,Vincennes Water Department,Yes,200,2.43%,Unknown,"403 Busseron Street P.O. Box 749, Vincennes, IN 47591",38.67863,-87.529965,8241,0.01,IN5242014,IN5242014,VINCENNES WATER DEPARTMENT,8700.0,200.0,8500.0,0.0,200.0,0.0,0.0,,M,R,R,R,E,R,R,,,,10.0,10.0,5.0,10.0,10.0,,,,both
727,Wakarusa Water Works,Yes,50,7.14%,Estimated,"P.O. Box 474, Wakarusa, IN 46573",41.53616,-86.020833,700,Unknown,IN5220029,IN5220029,WAKARUSA WATER WORKS,700.0,50.0,600.0,50.0,50.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,9.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,both
728,Waldron Conservancy District,No,No response,Unknown,Unknown,"205 West Washington Street P.O. Box 242, Waldron, IN 46182-0242",39.453272,-85.668511,256,Unknown,IN5273006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
729,Walkerton Light & Water,Yes,729,85.36%,Unknown,"301 Michigan Street, Walkerton, IN 46574",41.467121,-86.482295,854,Unknown,IN5271017,IN5271017,WALKERTON LIGHT & WATER,854.0,729.0,125.0,854.0,729.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,,,1.0,1.0,1.0,9.0,9.0,9.0,,,both
730,Walton Water Works,No,No response,Unknown,Unknown,"P.O. Box 191, Walton, IN 46994-0597",40.660873,-86.24194,480,Unknown,IN5209010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
731,Wanatah Water Utility,Yes,0,0%,Recorded,"P.O. Box 185, Wanatah, IN 46390",41.430596,-86.898358,468,Unknown,IN5246033,IN5246033,WANATAH WATER UTILITY,487.0,0.0,487.0,,0.0,0.0,0.0,0.0,M,R,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
732,Warren Municipal Water Works,No,No response,Unknown,Unknown,"P.O. Box 477, Warren, IN 46792",40.681554,-85.427155,639,Unknown,IN5235012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
733,Warsaw Mobile Home Park,Yes,No response,Unknown,Recorded,"501 E Center St, Warsaw, IN 46580",41.238277,-85.851842,162,Unknown,IN5243008,IN5243008,WARSAW MHP,188.0,,188.0,,0.0,0.0,0.0,0.0,P,P,R,R,,R,R,R,R,R,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,both
734,Washington Township Water,No,No response,Unknown,Unknown,"P.O. Box 248, New Washington, IN 47162",38.563118,-85.539683,1616,Unknown,IN5210015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
735,Washington Twp Water Authority,Yes,No response,Unknown,Unknown,"1100 East Chambers Pike, Bloomington, IN 47408",39.306835,-86.493528,1460,0.0032,IN5253009,IN5253009,WASHINGTON TWP WATER AUTHORITY,1450.0,,1450.0,,,,,,P,R,R,,,,,,,,10.0,,,,,,,,both
736,Washington Water Works,Yes,55,1.02%,Estimated,"P.O. Box 800, Washington, IN 47501",38.653425,-87.169866,5370,0.0026,IN5214007,IN5214007,WASHINGTON WATER WORKS,5529.0,55.0,5454.0,20.0,15.0,15.0,15.0,10.0,M,R,E,E,E,E,E,E,R,E,9.0,8.0,8.0,8.0,8.0,6.0,10.0,8.0,both
737,Wastewater One LLC-Rivers Edge Utility,No,No response,Unknown,Unknown,"1829 East Spring Street Suite 106, New Albany, IN 47150",38.294705,-85.804158,96,Unknown,IN5210022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
738,Water Service Company,Yes,0,0%,Unknown,"10994 Four Seasons Place Suite 100 G, Crown Point, IN 46307",41.418628,-87.23655,190,Unknown,IN5237002,IN5237002,WATER SERVICE COMPANY,204.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,P,R,E,E,E,E,E,E,,,10.0,10.0,10.0,10.0,10.0,10.0,,,both
739,Waterloo Water Works,Yes,No response,Unknown,Unknown,"385 West Walnut Street P.O. Box 96, Waterloo, IN 46793",41.425895,-85.023911,738,Unknown,IN5217007,IN5217007,WATERLOO WATER WORKS,872.0,,,872.0,,,,,M,R,,R,,,,,R,,,9.0,,,,,9.0,,both
740,Watson Rural Water Company,Yes,No response,Unknown,Unknown,"4106 Utica-Sellersburg Road, Jeffersonville, IN 47130",38.355484,-85.707537,5706,0.011,IN5210016,IN5210016,WATSON RURAL WATER COMPANY,6060.0,,200.0,5860.0,0.0,0.0,0.0,0.0,P,R,R,R,E,E,E,E,R,,10.0,10.0,6.0,6.0,6.0,6.0,10.0,,both
